,quarterbacks
3317,"['2001', 'talmadge-hill-1']"
3318,"['2001', 'brian-conn-1']"
3319,"['2001', 'andy-roesch-1']"
3320,"['2001', 'jeff-welsh-1']"
3321,"['2001', 'ryan-harris-2']"
3322,"['2001', 'derrick-vickers-1']"
3323,"['2001', 'derek-gorney-1']"
3324,"['2001', 'kainoa-akina-1']"
3325,"['2001', 'troy-edwards-1']"
3326,"['2001', 'jeff-crooks-1']"
3327,"['2001', 'collin-carey-1']"
3328,"['2001', 'brandon-doman-1']"
3329,"['2001', 'charlie-peterson-1']"
3330,"['2001', 'todd-mortensen-1']"
3331,"['2001', 'bradlee-van-pelt-1']"
3332,"['2001', 'dj-busch-1']"
3333,"['2001', 'lance-rice-1']"
3334,"['2001', 'ryan-breska-1']"
3335,"['2001', 'casey-kelly-1']"
3336,"['2001', 'rudy-caamano-1']"
3337,"['2001', 'keith-boyea-1']"
3338,"['2001', 'chance-harridge-1']"
3339,"['2001', 'jason-thomas-1']"
3340,"['2001', 'kurt-nantkes-1']"
3341,"['2001', 'lon-sheriff-1']"
3342,"['2001', 'adam-hall-1']"
3343,"['2001', 'jon-stoner-1']"
3344,"['2001', 'danny-armstrong-1']"
3345,"['2001', 'casey-bramlet-1']"
3346,"['2001', 'jj-raterink-1']"
3347,"['2001', 'joey-harrington-1']"
3348,"['2001', 'jason-fife-1']"
3349,"['2001', 'jason-gesser-1']"
3350,"['2001', 'matt-kegel-1']"
3351,"['2001', 'tali-ena-1']"
3352,"['2001', 'randy-fasani-1']"
3353,"['2001', 'chris-lewis-1']"
3354,"['2001', 'cody-pickett-1']"
3355,"['2001', 'taylor-barton-1']"
3356,"['2001', 'carson-palmer-1']"
3357,"['2001', 'matt-cassel-1']"
3358,"['2001', 'cory-paus-1']"
3359,"['2001', 'scott-mcewan-1']"
3360,"['2001', 'ryan-mccann-1']"
3361,"['2001', 'jonathan-smith-2']"
3362,"['2001', 'derek-anderson-1']"
3363,"['2001', 'nick-stremick-1']"
3364,"['2001', 'jason-johnson-2']"
3365,"['2001', 'john-rattay-1']"
3366,"['2001', 'cliff-watkins-1']"
3367,"['2001', 'jeff-krohn-1']"
3368,"['2001', 'andrew-walter-1']"
3369,"['2001', 'matt-cooper-1']"
3370,"['2001', 'kyle-boller-1']"
3371,"['2001', 'eric-holtfreter-1']"
3372,"['2001', 'reggie-robertson-1']"
3373,"['2001', 'casey-clausen-1']"
3374,"['2001', 'joey-mathews-1']"
3375,"['2001', 'rex-grossman-1']"
3376,"['2001', 'brock-berlin-1']"
3377,"['2001', 'jeff-creveling-1']"
3378,"['2001', 'phil-petty-1']"
3379,"['2001', 'corey-jenkins-1']"
3380,"['2001', 'dondrial-pinkins-1']"
3381,"['2001', 'erik-kimrey-1']"
3382,"['2001', 'david-greene-1']"
3383,"['2001', 'cory-phillips-1']"
3384,"['2001', 'jared-lorenzen-1']"
3385,"['2001', 'shane-boyd-1']"
3386,"['2001', 'greg-zolman-1']"
3387,"['2001', 'tim-olmstead-1']"
3388,"['2001', 'benji-walker-1']"
3389,"['2001', 'rohan-davey-1']"
3390,"['2001', 'matt-mauck-1']"
3391,"['2001', 'marcus-randall-1']"
3392,"['2001', 'jason-campbell-1']"
3393,"['2001', 'daniel-cobb-1']"
3394,"['2001', 'jeff-klein-1']"
3395,"['2001', 'eli-manning-1']"
3396,"['2001', 'david-morris-1']"
3397,"['2001', 'andrew-zow-1']"
3398,"['2001', 'tyler-watts-1']"
3399,"['2001', 'jonathan-richey-1']"
3400,"['2001', 'zak-clark-1']"
3401,"['2001', 'ryan-sorahan-1']"
3402,"['2001', 'matt-jones-1']"
3403,"['2001', 'tarvaris-jackson-1']"
3404,"['2001', 'wayne-madkin-1']"
3405,"['2001', 'kevin-fant-1']"
3406,"['2001', 'wes-counts-1']"
3407,"['2001', 'jason-johnson-4']"
3408,"['2001', 'lance-phillips-1']"
3409,"['2001', 'scott-hall-1']"
3410,"['2001', 'richard-bridges-1']"
3411,"['2001', 'kc-enzminger-1']"
3412,"['2001', 'buck-pierce-1']"
3413,"['2001', 'temon-wallace-1']"
3414,"['2001', 'elliot-jacobs-1']"
3415,"['2001', 'josh-driscoll-1']"
3416,"['2001', 'tommy-miller-1']"
3417,"['2001', 'andy-chance-1']"
3418,"['2001', 'andre-vige-1']"
3419,"['2001', 'daniel-peterson-1']"
3420,"['2001', 'john-welsh-1']"
3421,"['2001', 'brian-lindgren-1']"
3422,"['2001', 'luke-mccown-1']"
3423,"['2001', 'maxie-causey-1']"
3424,"['2001', 'david-carr-1']"
3425,"['2001', 'ryan-dinwiddie-1']"
3426,"['2001', 'bj-rhode-1']"
3427,"['2001', 'michael-sanford-1']"
3428,"['2001', 'nick-rolovich-1']"
3429,"['2001', 'timmy-chang-1']"
3430,"['2001', 'jared-flint-1']"
3431,"['2001', 'shawn-withy-allen-1']"
3432,"['2001', 'kyle-herm-1']"
3433,"['2001', 'greg-henderson-1']"
3434,"['2001', 'david-page-1']"
3435,"['2001', 'kelan-luker-1']"
3436,"['2001', 'david-neill-1']"
3437,"['2001', 'zack-threadgill-1']"
3438,"['2001', 'marcus-arroyo-1']"
3439,"['2001', 'clint-carlson-1']"
3440,"['2001', 'brennan-crooks-1']"
3441,"['2001', 'wesley-phillips-1']"
3442,"['2001', 'jon-schaper-1']"
3443,"['2001', 'omar-duarte-1']"
3444,"['2001', 'gerred-lunnon-1']"
3445,"['2001', 'josh-blankenship-1']"
3446,"['2001', 'tyler-gooch-1']"
3447,"['2001', 'james-kilian-1']"
3448,"['2002', 'chris-rix-1']"
3449,"['2002', 'adrian-mcpherson-1']"
3450,"['2002', 'fabian-walker-1']"
3451,"['2002', 'scott-mcbrien-1']"
3452,"['2002', 'orlando-evans-1']"
3453,"['2002', 'matt-schaub-1']"
3454,"['2002', 'marques-hagans-1']"
3455,"['2002', 'philip-rivers-1']"
3456,"['2002', 'jay-davis-1']"
3457,"['2002', 'chris-young-2']"
3458,"['2002', 'willie-simmons-1']"
3459,"['2002', 'charlie-whitehurst-1']"
3460,"['2002', 'aj-suggs-1']"
3461,"['2002', 'brian-camp-1']"
3462,"['2002', 'james-macpherson-1']"
3463,"['2002', 'cory-randolph-1']"
3464,"['2002', 'darian-durant-1']"
3465,"['2002', 'cj-stephens-1']"
3466,"['2002', 'matt-baker-1']"
3467,"['2002', 'adam-smith-1']"
3468,"['2002', 'chris-dapolito-1']"
3469,"['2002', 'chris-wispelway-1']"
3470,"['2002', 'robert-hodge-1']"
3471,"['2002', 'craig-ochs-1']"
3472,"['2002', 'joel-klatt-1']"
3473,"['2002', 'ell-roberson-1']"
3474,"['2002', 'marc-dunn-1']"
3475,"['2002', 'jeff-schwinn-1']"
3476,"['2002', 'seneca-wallace-1']"
3477,"['2002', 'cris-love-1']"
3478,"['2002', 'jammal-lord-1']"
3479,"['2002', 'joe-chrisman-1']"
3480,"['2002', 'brad-smith-1']"
3481,"['2002', 'kirk-farmer-1']"
3482,"['2002', 'bill-whittemore-1']"
3483,"['2002', 'zach-dyer-1']"
3484,"['2002', 'brian-luke-1']"
3485,"['2002', 'jonas-weatherbie-1']"
3486,"['2002', 'nate-hybl-1']"
3487,"['2002', 'jason-white-1']"
3488,"['2002', 'paul-thompson-1']"
3489,"['2002', 'chris-simms-1']"
3490,"['2002', 'chance-mock-1']"
3491,"['2002', 'beau-trahan-1']"
3492,"['2002', 'josh-fields-1']"
3493,"['2002', 'aso-pogi-1']"
3494,"['2002', 'michael-cox-2']"
3495,"['2002', 'kliff-kingsbury-1']"
3496,"['2002', 'bj-symons-1']"
3497,"['2002', 'sonny-cumbie-1']"
3498,"['2002', 'cody-hodges-1']"
3499,"['2002', 'dustin-long-1']"
3500,"['2002', 'reggie-mcneal-1']"
3501,"['2002', 'mark-farris-1']"
3502,"['2002', 'aaron-karas-1']"
3503,"['2002', 'greg-cicero-1']"
3504,"['2002', 'josh-zachry-1']"
3505,"['2002', 'guy-tomcheck-1']"
3506,"['2002', 'ken-dorsey-1']"
3507,"['2002', 'derrick-crudup-1']"
3508,"['2002', 'marc-guillon-1']"
3509,"['2002', 'rasheed-marshall-1']"
3510,"['2002', 'danny-embick-1']"
3511,"['2002', 'rod-rutherford-1']"
3512,"['2002', 'tyler-palko-1']"
3513,"['2002', 'bryan-randall-1']"
3514,"['2002', 'grant-noel-1']"
3515,"['2002', 'will-hunt-1']"
3516,"['2002', 'brian-st-pierre-1']"
3517,"['2002', 'quinton-porter-1']"
3518,"['2002', 'rj-anderson-1']"
3519,"['2002', 'troy-nunes-1']"
3520,"['2002', 'xzavier-gaines-1']"
3521,"['2002', 'mike-mcgann-1']"
3522,"['2002', 'mike-frost-1']"
3523,"['2002', 'ryan-hart-1']"
3524,"['2002', 'ted-trump-1']"
3525,"['2002', 'ryan-cubit-1']"
3526,"['2002', 'craig-krenzel-1']"
3527,"['2002', 'scott-mcmullen-1']"
3528,"['2002', 'jim-otis-1']"
3529,"['2002', 'brad-banks-1']"
3530,"['2002', 'nathan-chandler-1']"
3531,"['2002', 'john-navarre-1']"
3532,"['2002', 'spencer-brinton-1']"
3533,"['2002', 'zack-mills-1']"
3534,"['2002', 'michael-robinson-1']"
3535,"['2002', 'chris-ganter-1']"
3536,"['2002', 'kyle-orton-1']"
3537,"['2002', 'brandon-kirsch-1']"
3538,"['2002', 'mike-rhinehart-1']"
3539,"['2002', 'jon-beutjer-1']"
3540,"['2002', 'dustin-ward-1']"
3541,"['2002', 'brooks-bollinger-1']"
3542,"['2002', 'jim-sorgi-1']"
3543,"['2002', 'damon-dowdell-1']"
3544,"['2002', 'jeff-smoker-1']"
3545,"['2002', 'gibran-hamdan-1']"
3546,"['2002', 'tommy-jones-1']"
3547,"['2002', 'brett-basanez-1']"
3548,"['2002', 'tony-stauss-1']"
3549,"['2002', 'alexander-webb-1']"
3550,"['2002', 'sean-stilley-1']"
3551,"['2002', 'tye-gunn-1']"
3552,"['2002', 'zack-moore-1']"
3553,"['2002', 'gino-guidugli-1']"
3554,"['2002', 'john-leonard-1']"
3555,"['2002', 'dave-ragone-1']"
3556,"['2002', 'stefan-lefors-1']"
3557,"['2002', 'micky-dangelo-1']"
3558,"['2002', 'dustin-almond-1']"
3559,"['2002', 'jp-losman-1']"
3560,"['2002', 'derrick-joseph-1']"
3561,"['2002', 'darrell-hackney-1']"
3562,"['2002', 'thomas-cox-1']"
3563,"['2002', 'paul-troth-1']"
3564,"['2002', 'desmond-robinson-1']"
3565,"['2002', 'nick-eddy-1']"
3566,"['2002', 'barrick-nealy-1']"
3567,"['2002', 'torrence-botts-1']"
3568,"['2002', 'danny-wimprine-1']"
3569,"['2002', 'jeff-hilliard-1']"
3570,"['2002', 'zac-dahman-1']"
3571,"['2002', 'reggie-nevels-1']"
3572,"['2002', 'matt-silva-1']"
3573,"['2002', 'laron-bybee-1']"
3574,"['2002', 'connor-crehan-1']"
3575,"['2002', 'marquel-blackwell-1']"
3576,"['2002', 'ronnie-banks-1']"
3577,"['2002', 'david-mullins-1']"
3578,"['2002', 'pat-dillingham-1']"
3579,"['2002', 'dan-novakov-1']"
3580,"['2002', 'dan-orlovsky-1']"
3581,"['2002', 'jermell-williams-1']"
3582,"['2002', 'jeff-larson-1']"
3583,"['2002', 'hansell-bearden-1']"
3584,"['2002', 'matt-ray-1']"
3585,"['2002', 'kacson-maddox-1']"
3586,"['2002', 'josh-russell-1']"
3587,"['2002', 'jose-fuentes-1']"
3588,"['2002', 'jeff-crosbie-1']"
3589,"['2002', 'travis-cox-1']"
3590,"['2002', 'byron-leftwich-1']"
3591,"['2002', 'stan-hill-1']"
3592,"['2002', 'ryan-schneider-1']"
3593,"['2002', 'jon-rivera-1']"
3594,"['2002', 'brian-miller-1']"
3595,"['2002', 'ben-roethlisberger-1']"
3596,"['2002', 'josh-betts-1']"
3597,"['2002', 'jd-vonderheide-1']"
3598,"['2002', 'fred-ray-1']"
3599,"['2002', 'dontrell-jackson-1']"
3600,"['2002', 'charlie-frye-1']"
3601,"['2002', 'micah-faler-1']"
3602,"['2002', 'joshua-cribbs-1']"
3603,"['2002', 'darryl-polk-1']"
3604,"['2002', 'randall-secky-1']"
3605,"['2002', 'michael-radon-1']"
3606,"['2002', 'ryan-gilbert-3']"
3607,"['2002', 'brian-jones-2']"
3608,"['2002', 'cedric-stevens-1']"
3609,"['2002', 'bruce-gradkowski-1']"
3610,"['2002', 'josh-harris-2']"
3611,"['2002', 'andy-sahm-1']"
3612,"['2002', 'andy-roesch-1']"
3613,"['2002', 'talmadge-hill-1']"
3614,"['2002', 'chad-munson-1']"
3615,"['2002', 'blayne-baggett-1']"
3616,"['2002', 'derrick-vickers-1']"
3617,"['2002', 'kent-smith-1']"
3618,"['2002', 'derek-gorney-1']"
3619,"['2002', 'grant-arnoldink-1']"
3620,"['2002', 'troy-edwards-1']"
3621,"['2002', 'jeff-crooks-1']"
3622,"['2002', 'chinedu-okoro-1']"
3623,"['2002', 'bradlee-van-pelt-1']"
3624,"['2002', 'justin-holland-1']"
3625,"['2002', 'casey-kelly-1']"
3626,"['2002', 'justin-millea-1']"
3627,"['2002', 'kole-mckamey-1']"
3628,"['2002', 'chance-harridge-1']"
3629,"['2002', 'brad-baca-1']"
3630,"['2002', 'adam-hall-1']"
3631,"['2002', 'lon-sheriff-1']"
3632,"['2002', 'jason-thomas-1']"
3633,"['2002', 'kurt-nantkes-1']"
3634,"['2002', 'brett-elliott-1']"
3635,"['2002', 'lance-rice-1']"
3636,"['2002', 'alex-smith-3']"
3637,"['2002', 'bret-engemann-1']"
3638,"['2002', 'matt-berry-1']"
3639,"['2002', 'todd-mortensen-1']"
3640,"['2002', 'casey-bramlet-1']"
3641,"['2002', 'corey-bramlet-1']"
3642,"['2002', 'carson-palmer-1']"
3643,"['2002', 'matt-cassel-1']"
3644,"['2002', 'jason-gesser-1']"
3645,"['2002', 'matt-kegel-1']"
3646,"['2002', 'chris-hurd-2']"
3647,"['2002', 'andrew-walter-1']"
3648,"['2002', 'chad-christensen-1']"
3649,"['2002', 'andy-goodenough-1']"
3650,"['2002', 'derek-anderson-1']"
3651,"['2002', 'adam-rothenfluh-1']"
3652,"['2002', 'drew-olson-1']"
3653,"['2002', 'cory-paus-1']"
3654,"['2002', 'matt-moore-1']"
3655,"['2002', 'john-sciarra-1']"
3656,"['2002', 'kyle-boller-1']"
3657,"['2002', 'reggie-robertson-1']"
3658,"['2002', 'cody-pickett-1']"
3659,"['2002', 'taylor-barton-1']"
3660,"['2002', 'jason-fife-1']"
3661,"['2002', 'kellen-clemens-1']"
3662,"['2002', 'scott-vossmeyer-1']"
3663,"['2002', 'jason-johnson-2']"
3664,"['2002', 'nic-costa-1']"
3665,"['2002', 'chris-lewis-1']"
3666,"['2002', 'kyle-matter-1']"
3667,"['2002', 'ryan-eklund-1']"
3668,"['2002', 'david-greene-1']"
3669,"['2002', 'dj-shockley-1']"
3670,"['2002', 'cory-phillips-1']"
3671,"['2002', 'rex-grossman-1']"
3672,"['2002', 'ingle-martin-1']"
3673,"['2002', 'casey-clausen-1']"
3674,"['2002', 'james-banks-1']"
3675,"['2002', 'cj-leak-1']"
3676,"['2002', 'jared-lorenzen-1']"
3677,"['2002', 'shane-boyd-1']"
3678,"['2002', 'dan-lumley-1']"
3679,"['2002', 'corey-jenkins-1']"
3680,"['2002', 'dondrial-pinkins-1']"
3681,"['2002', 'erik-kimrey-1']"
3682,"['2002', 'jay-cutler-1']"
3683,"['2002', 'benji-walker-1']"
3684,"['2002', 'tyler-watts-1']"
3685,"['2002', 'brodie-croyle-1']"
3686,"['2002', 'spencer-pennington-1']"
3687,"['2002', 'matt-jones-1']"
3688,"['2002', 'tarvaris-jackson-1']"
3689,"['2002', 'ryan-sorahan-1']"
3690,"['2002', 'dowell-loggains-1']"
3691,"['2002', 'daniel-cobb-1']"
3692,"['2002', 'jason-campbell-1']"
3693,"['2002', 'matt-mauck-1']"
3694,"['2002', 'marcus-randall-1']"
3695,"['2002', 'rick-clausen-1']"
3696,"['2002', 'eli-manning-1']"
3697,"['2002', 'david-morris-1']"
3698,"['2002', 'chad-pilcher-1']"
3699,"['2002', 'kevin-fant-1']"
3700,"['2002', 'kyle-york-1']"
3701,"['2002', 'andrew-smith-3']"
3702,"['2002', 'scott-hall-1']"
3703,"['2002', 'buck-pierce-1']"
3704,"['2002', 'carl-scaffidi-1']"
3705,"['2002', 'elliot-jacobs-1']"
3706,"['2002', 'josh-driscoll-1']"
3707,"['2002', 'tommy-miller-1']"
3708,"['2002', 'andrico-hines-1']"
3709,"['2002', 'andre-green-1']"
3710,"['2002', 'josh-harris-1']"
3711,"['2002', 'steven-jyles-1']"
3712,"['2002', 'daniel-daprato-1']"
3713,"['2002', 'kjell-nesen-1']"
3714,"['2002', 'brian-lindgren-1']"
3715,"['2002', 'adam-mallette-1']"
3716,"['2002', 'michael-harrington-1']"
3717,"['2002', 'ryan-dinwiddie-1']"
3718,"['2002', 'bj-rhode-1']"
3719,"['2002', 'michael-sanford-1']"
3720,"['2002', 'timmy-chang-1']"
3721,"['2002', 'shawn-withy-allen-1']"
3722,"['2002', 'jason-whieldon-1']"
3723,"['2002', 'paul-pinegar-1']"
3724,"['2002', 'jeff-grady-1']"
3725,"['2002', 'zack-threadgill-1']"
3726,"['2002', 'jeff-rowe-1']"
3727,"['2002', 'scott-rislov-1']"
3728,"['2002', 'marcus-arroyo-1']"
3729,"['2002', 'beau-pierce-1']"
3730,"['2002', 'luke-mccown-1']"
3731,"['2002', 'maxie-causey-1']"
3732,"['2002', 'kyle-herm-1']"
3733,"['2002', 'greg-henderson-1']"
3734,"['2002', 'richard-bartel-1']"
3735,"['2002', 'tate-wallis-1']"
3736,"['2002', 'omar-duarte-1']"
3737,"['2002', 'jon-schaper-1']"
3738,"['2002', 'orlando-cruz-1']"
3739,"['2002', 'tyler-gooch-1']"
3740,"['2002', 'james-kilian-1']"
3741,"['2003', 'chris-rix-1']"
3742,"['2003', 'fabian-walker-1']"
3743,"['2003', 'wyatt-sexton-1']"
3744,"['2003', 'lorne-sam-1']"
3745,"['2003', 'scott-mcbrien-1']"
3746,"['2003', 'joel-statham-1']"
3747,"['2003', 'orlando-evans-1']"
3748,"['2003', 'charlie-whitehurst-1']"
3749,"['2003', 'philip-rivers-1']"
3750,"['2003', 'jay-davis-1']"
3751,"['2003', 'matt-schaub-1']"
3752,"['2003', 'anthony-martinez-2']"
3753,"['2003', 'marques-hagans-1']"
3754,"['2003', 'reggie-ball-1']"
3755,"['2003', 'aj-suggs-1']"
3756,"['2003', 'brian-camp-1']"
3757,"['2003', 'cory-randolph-1']"
3758,"['2003', 'zac-taylor-1']"
3759,"['2003', 'mike-schneider-1']"
3760,"['2003', 'adam-smith-1']"
3761,"['2003', 'chris-dapolito-1']"
3762,"['2003', 'darian-durant-1']"
3763,"['2003', 'matt-baker-1']"
3764,"['2003', 'cj-stephens-1']"
3765,"['2003', 'ell-roberson-1']"
3766,"['2003', 'jeff-schwinn-1']"
3767,"['2003', 'dylan-meier-1']"
3768,"['2003', 'jammal-lord-1']"
3769,"['2003', 'brad-smith-1']"
3770,"['2003', 'santino-riccio-1']"
3771,"['2003', 'joel-klatt-1']"
3772,"['2003', 'erik-greenberg-1']"
3773,"['2003', 'james-cox-1']"
3774,"['2003', 'bill-whittemore-1']"
3775,"['2003', 'adam-barmann-1']"
3776,"['2003', 'brian-luke-1']"
3777,"['2003', 'john-nielsen-1']"
3778,"['2003', 'waye-terry-1']"
3779,"['2003', 'cris-love-1']"
3780,"['2003', 'jason-white-1']"
3781,"['2003', 'paul-thompson-1']"
3782,"['2003', 'vince-young-1']"
3783,"['2003', 'chance-mock-1']"
3784,"['2003', 'matt-nordgren-1']"
3785,"['2003', 'josh-fields-1']"
3786,"['2003', 'jamie-beeghley-1']"
3787,"['2003', 'bj-symons-1']"
3788,"['2003', 'sonny-cumbie-1']"
3789,"['2003', 'cody-hodges-1']"
3790,"['2003', 'reggie-mcneal-1']"
3791,"['2003', 'dustin-long-1']"
3792,"['2003', 'ty-branyon-1']"
3793,"['2003', 'aaron-karas-1']"
3794,"['2003', 'shawn-bell-1']"
3795,"['2003', 'brock-berlin-1']"
3796,"['2003', 'derrick-crudup-1']"
3797,"['2003', 'rasheed-marshall-1']"
3798,"['2003', 'charles-hales-1']"
3799,"['2003', 'rod-rutherford-1']"
3800,"['2003', 'luke-getsy-1']"
3801,"['2003', 'bryan-randall-1']"
3802,"['2003', 'marcus-vick-1']"
3803,"['2003', 'quinton-porter-1']"
3804,"['2003', 'paul-peterson-1']"
3805,"['2003', 'rj-anderson-1']"
3806,"['2003', 'perry-patterson-1']"
3807,"['2003', 'xzavier-gaines-1']"
3808,"['2003', 'ryan-hart-1']"
3809,"['2003', 'ted-trump-1']"
3810,"['2003', 'mike-mcgann-1']"
3811,"['2003', 'walter-washington-1']"
3812,"['2003', 'john-navarre-1']"
3813,"['2003', 'matt-gutierrez-1']"
3814,"['2003', 'mike-kaselitz-1']"
3815,"['2003', 'craig-krenzel-1']"
3816,"['2003', 'scott-mcmullen-1']"
3817,"['2003', 'justin-zwick-1']"
3818,"['2003', 'troy-smith-1']"
3819,"['2003', 'kyle-orton-1']"
3820,"['2003', 'brandon-kirsch-1']"
3821,"['2003', 'nathan-chandler-1']"
3822,"['2003', 'drew-tate-1']"
3823,"['2003', 'jason-manson-1']"
3824,"['2003', 'asad-abdul-khaliq-1']"
3825,"['2003', 'benji-kamrath-1']"
3826,"['2003', 'bryan-cupito-1']"
3827,"['2003', 'jeff-smoker-1']"
3828,"['2003', 'damon-dowdell-1']"
3829,"['2003', 'drew-stanton-1']"
3830,"['2003', 'jim-sorgi-1']"
3831,"['2003', 'matt-schabert-1']"
3832,"['2003', 'john-stocco-1']"
3833,"['2003', 'brett-basanez-1']"
3834,"['2003', 'alexander-webb-1']"
3835,"['2003', 'zack-mills-1']"
3836,"['2003', 'michael-robinson-1']"
3837,"['2003', 'chris-ganter-1']"
3838,"['2003', 'graeme-mcfarland-1']"
3839,"['2003', 'jon-beutjer-1']"
3840,"['2003', 'dustin-ward-1']"
3841,"['2003', 'chris-pazan-1']"
3842,"['2003', 'tim-brasic-1']"
3843,"['2003', 'dustin-almond-1']"
3844,"['2003', 'micky-dangelo-1']"
3845,"['2003', 'brandon-hassell-1']"
3846,"['2003', 'tye-gunn-1']"
3847,"['2003', 'kyle-kummer-1']"
3848,"['2003', 'stefan-lefors-1']"
3849,"['2003', 'justin-rascati-1']"
3850,"['2003', 'danny-wimprine-1']"
3851,"['2003', 'bobby-robison-1']"
3852,"['2003', 'ronnie-banks-1']"
3853,"['2003', 'kevin-kolb-1']"
3854,"['2003', 'shang-moore-1']"
3855,"['2003', 'darrell-hackney-1']"
3856,"['2003', 'chris-williams-6']"
3857,"['2003', 'curtis-falany-1']"
3858,"['2003', 'jp-losman-1']"
3859,"['2003', 'nick-cannon-1']"
3860,"['2003', 'gino-guidugli-1']"
3861,"['2003', 'collin-carey-1']"
3862,"['2003', 'desmond-robinson-1']"
3863,"['2003', 'james-pinkney-1']"
3864,"['2003', 'paul-troth-1']"
3865,"['2003', 'zac-dahman-1']"
3866,"['2003', 'matt-silva-1']"
3867,"['2003', 'reggie-nevels-1']"
3868,"['2003', 'laron-bybee-1']"
3869,"['2003', 'dan-orlovsky-1']"
3870,"['2003', 'jermell-williams-1']"
3871,"['2003', 'aaron-leak-1']"
3872,"['2003', 'hansell-bearden-1']"
3873,"['2003', 'franco-johnson-1']"
3874,"['2003', 'josh-russell-1']"
3875,"['2003', 'brady-quinn-1']"
3876,"['2003', 'ben-roethlisberger-1']"
3877,"['2003', 'josh-betts-1']"
3878,"['2003', 'jd-vonderheide-1']"
3879,"['2003', 'stan-hill-1']"
3880,"['2003', 'graham-gochneaur-1']"
3881,"['2003', 'jimmy-skinner-1']"
3882,"['2003', 'charlie-frye-1']"
3883,"['2003', 'micah-faler-1']"
3884,"['2003', 'jonathan-gill-1']"
3885,"['2003', 'joshua-cribbs-1']"
3886,"['2003', 'darryl-polk-1']"
3887,"['2003', 'ryan-schneider-1']"
3888,"['2003', 'jon-rivera-1']"
3889,"['2003', 'steven-moffett-1']"
3890,"['2003', 'ryan-hawk-1']"
3891,"['2003', 'fred-ray-1']"
3892,"['2003', 'austen-everson-1']"
3893,"['2003', 'pj-piskorik-1']"
3894,"['2003', 'randall-secky-1']"
3895,"['2003', 'stewart-sampsel-1']"
3896,"['2003', 'josh-harris-2']"
3897,"['2003', 'omar-jacobs-1']"
3898,"['2003', 'will-myles-1']"
3899,"['2003', 'ryan-gilbert-3']"
3900,"['2003', 'bruce-gradkowski-1']"
3901,"['2003', 'cedric-stevens-1']"
3902,"['2003', 'chad-munson-1']"
3903,"['2003', 'blayne-baggett-1']"
3904,"['2003', 'talmadge-hill-1']"
3905,"['2003', 'andy-roesch-1']"
3906,"['2003', 'joey-lynch-1']"
3907,"['2003', 'chinedu-okoro-1']"
3908,"['2003', 'jeff-crooks-1']"
3909,"['2003', 'derrick-vickers-1']"
3910,"['2003', 'jeff-perry-1']"
3911,"['2003', 'grant-arnoldink-1']"
3912,"['2003', 'alex-smith-3']"
3913,"['2003', 'brett-elliott-1']"
3914,"['2003', 'lance-rice-1']"
3915,"['2003', 'casey-kelly-1']"
3916,"['2003', 'kole-mckamey-1']"
3917,"['2003', 'tali-ena-1']"
3918,"['2003', 'bradlee-van-pelt-1']"
3919,"['2003', 'justin-holland-1']"
3920,"['2003', 'joey-kearney-1']"
3921,"['2003', 'chance-harridge-1']"
3922,"['2003', 'adam-fitch-1']"
3923,"['2003', 'travis-thurmond-1']"
3924,"['2003', 'matt-dlugolecki-1']"
3925,"['2003', 'adam-hall-1']"
3926,"['2003', 'matt-berry-1']"
3927,"['2003', 'john-beck-1']"
3928,"['2003', 'todd-mortensen-1']"
3929,"['2003', 'kurt-nantkes-1']"
3930,"['2003', 'shane-steichen-1']"
3931,"['2003', 'scott-turner-1']"
3932,"['2003', 'casey-bramlet-1']"
3933,"['2003', 'corey-bramlet-1']"
3934,"['2003', 'matt-leinart-1']"
3935,"['2003', 'john-david-booty-1']"
3936,"['2003', 'matt-cassel-1']"
3937,"['2003', 'brandon-hance-1']"
3938,"['2003', 'matt-kegel-1']"
3939,"['2003', 'josh-swogger-1']"
3940,"['2003', 'kellen-clemens-1']"
3941,"['2003', 'jason-fife-1']"
3942,"['2003', 'aaron-rodgers-1']"
3943,"['2003', 'reggie-robertson-1']"
3944,"['2003', 'richard-schwartz-1']"
3945,"['2003', 'derek-anderson-1']"
3946,"['2003', 'adam-rothenfluh-1']"
3947,"['2003', 'colt-charles-1']"
3948,"['2003', 'cody-pickett-1']"
3949,"['2003', 'casey-paus-1']"
3950,"['2003', 'isaiah-stanback-1']"
3951,"['2003', 'drew-olson-1']"
3952,"['2003', 'matt-moore-1']"
3953,"['2003', 'andrew-walter-1']"
3954,"['2003', 'sam-keller-1']"
3955,"['2003', 'chad-christensen-1']"
3956,"['2003', 'chris-lewis-1']"
3957,"['2003', 'trent-edwards-1']"
3958,"['2003', 'kyle-matter-1']"
3959,"['2003', 'kris-heavner-1']"
3960,"['2003', 'ryan-ohara-1']"
3961,"['2003', 'nic-costa-1']"
3962,"['2003', 'david-greene-1']"
3963,"['2003', 'dj-shockley-1']"
3964,"['2003', 'joe-tereshinski-1']"
3965,"['2003', 'casey-clausen-1']"
3966,"['2003', 'james-banks-1']"
3967,"['2003', 'cj-leak-1']"
3968,"['2003', 'chris-leak-1']"
3969,"['2003', 'ingle-martin-1']"
3970,"['2003', 'gavin-dickey-1']"
3971,"['2003', 'dondrial-pinkins-1']"
3972,"['2003', 'bennett-swygert-1']"
3973,"['2003', 'mike-rathe-1']"
